SampleName	UpInTRM.Mackay.28628092.SupplTable10	TRMstem.Anadon.35427494.SupplTable4	TRMeffector.Anadon.35427494.SupplTable4	Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol	Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol	Precursor.Tex.inLCMV.Cheng.34270940.Immunity.SupplTableOf.Yao.NatImmunol	Terminal.Tex.inLCMV.Cheng.34270940.Immunity.SupplTableOf.Yao.NatImmunol	Precursor.Tex.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol	Terminal.Tex.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Miller.NatImmunol	CD8.CART.UP.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature	CD8.CART.DOWN.inTumor.Cheng.34270940.Immunity.SuppleTableOf.Chen.Nature	HBV.specific.CD69posCells.Cluster6and8.Cheng.34270940.Immunity	Lung.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	Lung.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	Spleen.CD4.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	Spleen.CD8.CD69pos.Tmem.TableS6.Kumar.28930685.CellReport	CROWL.Residency.TableS8.Crowl.35761084.NatImmunol	UP.IN.TCM.VS.TEM.TableS8.Crowl.35761084.NatImmunol	UP.IN.TEM.VS.TCM.TableS8.Crowl.35761084.NatImmunol	TGFΒ.SIGNATURE.TableS8.Crowl.35761084.NatImmunol	MILNER.RESIDENCY.TableS8.Crowl.35761084.NatImmunol	IFN.21978456	CD103pos.mean.25446897	NKCD56brightcells	STAT1.score	G.SIGLEC9	Immune.cell.Cluster.21214954	G.CD3E	IFIT3	MHC1.21978456	Immune.NSCLC.score	ICR.SCORE	CD8Tcells	Interferon.19272155	Tcell.receptors.score	Cytotoxiccells	IGG.Cluster.21214954	TAMsurr.score	TGFB.PCA.17349583	Module4.TcellBcell.score	LIexpression.score	IL8.21978456	IL13.score.21050467	NKCD56dimcells	CD8A	Tfhcells	DAP12.data	Mastcells	TcClassII.score	Buck14.score	PDL1.data	Interferon.Cluster.21214954	MHC2.21978456	PD1.PDL1.score	ICS5.score	Tcells	G.HLA.DPA1	IL2.score.21050467	T.cell.PCA.16704732	Module11.Prolif.score	ICR.ACT.SCORE	MCD3.CD8.21214954	PD1.data	Lymphvessels	LYM	NKcells	G.GIMAP4	Neutrophils	Bcells	HER2.Immune.PCA.18006808	Module5.TcellBcell.score	IL4.score.21050467	CSF1.response	CHANG.CORE.SERUM.RESPONSE.UP	Chemokine12.score	LCK.19272155	TGFB.score.21050467	G.SLAMF6	DC	IFNG.score.21050467	CD8.CD68.ratio	Angiogenesis	G.LILRB4	MHC.II.19272155	CD103neg.mean.25446897	Minterferon.Cluster.21214954	Tgdcells	Bcell.mg.IGJ	MHC.I.19272155	aDC	Tcmcells	IL12.score.21050467	MDACC.FNA.1.20805453	iDC	Bcell.receptors.score	Th1cells	Troester.WoundSig.19887484	Thelpercells	Tregcells	Temcells	Eosinophils	G.CYTH4	Bcell.21978456	Macrophages	CTLA4.data	CD8.PCA.16704732	Th17cells	GRANS.PCA.16704732	TREM1.data	STAT1.19272155	TAMsurr.TcClassII.ratio	B.cell.PCA.16704732	APM2	Th2cells	CSR.Activated.15701700	APM1	pDC	Rotterdam.ERneg.PCA.15721472	NHI.5gene.score	Tcell.21978456	LYMPHS.PCA.16704732	IR7.score	CD68	Module3.IFN.score	ICR.INHIB.SCORE	IgG.19272155
Gide_Cell_2019.iP01.ar.888	0.10941447733394744	0.1132154895611169	0.24217332049752663	0.30021487505042616	0.033913566291586775	0.06472413591289784	0.10924328314614126	-0.10873227474812866	-0.10481775992543368	0.013450983141729758	-0.10071063208370026	0.2536135219705385	-0.02663463789512829	-0.2588145168854534	-0.2570153616610752	-0.27030299413523123	0.10467607514474993	0.054955706708492646	0.04538336653446723	0.12474280746293843	0.15495282217492143	0.0787221941933632	-0.13269381091418858	0.025409206334182047	-0.0060974808406514995	-0.16968017071379038	2.82529825143215e-4	-0.07481280995298202	0.07523925086887795	0.3560608476359025	0.05759494532218535	-0.19865994081155597	0.06504198992146593	0.12065879241353898	-0.18882480828876477	-0.15187447544475935	-0.16732202114409403	-0.243546921633312	0.3050023458657556	-0.1612240378501906	-0.20469653409386868	-0.2176463473598963	0.13675176958373908	-0.1601954182853936	-0.16748080949057917	0.02054415959044998	0.27532342047345537	-0.11404747745710618	-0.04089105855319317	-0.0010673135887051854	-0.2787589242578775	0.16454336324206983	0.11713231472379461	-0.2838999400986074	-0.1640320854865671	-0.17698926214746283	0.07205165420102284	0.1742039533859472	0.056203638915517246	0.19185951987251207	-0.18699616434305788	0.11302034244503541	-0.28906543561114395	-0.15500123604986807	0.010758128733543334	0.07557863961750023	-0.13632867772401017	-0.05822358710382944	-0.11411831778172613	0.057671046366019	-0.11908363353002713	0.24141695840160327	0.09736827519066349	0.20922341140616424	-0.12256226947125107	-0.0633061071016691	0.27138156639748523	-0.17191927040479	-0.03259061862492293	0.22470407061523467	0.17396727179734184	0.11576296055557816	-0.04166990466521883	0.178784114100189	0.11390272377583278	0.08231042492109804	-0.21010151616692271	0.15916044876268182	0.33196557971382257	-0.14632720215184458	0.20794848328831328	-0.020369535426801477	0.18029412565229286	0.023695295594604416	-0.11580468285873816	-0.01937930666860653	0.004523923168792971	0.2706129875967933	-0.26474851038703096	0.16136964425565542	0.10571401496903589	-0.06669556453332842	-0.25846798003113425	0.10700316887925776	-0.20833109667722371	-0.10234363766644786	-0.10801659661536846	0.11246923654839852	-0.21740297385796334	0.05242260522824597	-0.06958809988659266	0.12498349001819599	0.024545590881474875	0.11580988393733975	0.23544136232140725	0.4013782872149158	-0.056471093456438894	0.08869562132937901	0.10931968108165696	-0.04518936253376656	0.276977453869331	0.06807684678949523	0.43791937302055933	0.13543212355630316	-0.24506688081960273	-0.37672446186054004
Gide_Cell_2019.iP02.ar.898	0.13321092059775347	0.15535290157156958	0.27882339983764015	0.2956638117007287	0.06595607350305217	0.10106438467715916	0.111901528501035	-0.062358021585877714	-0.07496891499129453	0.00876927336861328	-0.05476154334652302	0.24355252754642207	0.02821581092629509	-0.22186663589067795	-0.22564008648652048	-0.2339189472219823	0.11723147273144419	0.04294030001023374	0.05531655627827985	0.13561265164458813	0.1723345250310935	0.179724195794656	-0.16409715215932588	0.011834278657384343	0.06604398671646117	0.004914755838977147	0.12706990616576722	0.1194993470116344	0.22339832560302036	0.38881007297055226	0.10619516671450413	-0.13898146842421502	0.08587579969252505	0.23781223141203614	-0.011889321336201068	-0.12407151744170719	-0.09418193130189582	-0.2758399160495076	0.33928587552143924	-0.08493592285939268	-0.04396302836023854	-0.19388684335544892	0.16012155043244572	-0.14958035695567046	-0.07660099844328726	0.09280032579762434	0.4202050566321327	-0.1445732522765741	0.13834674091510324	0.05603103985853636	-0.25063073702292127	0.23691396574241347	0.356779302582094	-0.2801412628292329	-0.09094230780157529	-0.07440794496143648	0.32838679504777046	0.23118636777196605	0.09214833459462196	0.17262655157952123	-0.12255065531785055	0.10667765287515671	-0.3116646089430458	-0.18781672038561908	0.22860487418973569	0.10769393917284711	-0.08491441590126253	-0.031269682895108675	0.018483409032743824	0.11364520815555346	-0.04856834592899971	0.326223425996681	0.21506825971033153	0.18387931859683385	-0.117352773058626	0.062308518524479356	0.32804104660169153	-0.06923782123929859	-0.06767817825963235	0.2411351593564836	0.1460197200985645	0.06930190166486046	0.15549214112335866	0.39700310244627957	0.2646192941334956	0.18219069916669092	0.03882827033064468	0.36604219228085244	0.3667902947588364	-0.09900809728741788	0.19451680112866612	0.016408496974398726	0.2855641548243441	-0.009413377277517239	0.01757850573699155	-0.021800718704151106	0.01592699885600756	0.27592839822760357	-0.25363680283429063	0.1692512634135544	0.08037860204839321	0.081021780600843335	0.18702023726448008	0.11477974351315337	-0.1195447957485641	-0.02522817848852278	-0.059627007802961714	0.12676595740782406	0.013044178431477758	0.09224133813643032	0.08691111419479194	0.1713067276172732	0.25702006963365315	0.09912716271083204	0.23724960512760185	0.4324811366665321	-0.20747222073111812	0.11777090880249189	0.2725961537357069	0.06236720154254126	0.2701857941781401	0.15980267051880587	0.33410274303505283	0.20728318260500042	-0.20581460691499862	-0.21836920929733214
Gide_Cell_2019.iP06.ar.924	0.12641556005345847	0.15915152915113376	0.2786253035216949	0.30265649901695607	0.09303136524324199	0.11415717622299716	0.09333501183703462	-0.09183883850544203	-0.07488422040516747	-0.02181049247041728	-0.0542865265177958	0.23446012979228212	-0.030521954816904437	-0.25857308335425644	-0.2682903408088698	-0.2715415845469993	0.1258897436570221	0.04649625946584435	0.04859907699020512	0.13514314550335335	0.1708154344724665	0.03364814223073808	-0.041247504921405435	0.0424883776394566	0.07742554168651285	-0.052068441762639896	0.1588293853294195	0.2114551056604376	0.03577933662159544	0.40677910818987034	0.10277057593969709	-0.07416706764898849	0.09451119159629393	0.0896594088249964	0.14236305585182688	-0.09547675552651462	-0.001318652454674591	-0.13494036950636643	0.3131312242544087	-0.004742275055585985	0.0814141994612796	-0.06883555358070417	0.16738177992631273	-0.12354655979280334	0.11369370336572006	0.06786388743868844	0.3618014922969563	-0.1023597753883068	0.170180996636384	0.008378278568078849	-0.2326480219013366	0.13881836059190056	0.35307073984638676	-0.22375760361849695	-0.056296053077663624	-0.0061439941606182885	0.3416256903345769	0.24160776383977595	0.10350785403214365	0.13541978426058324	-0.04863924886392722	0.07109533672618797	-0.21498738525954153	-0.15554289113495126	0.19197207026919458	0.07379509910884281	-0.06396628650217112	-0.06479613678334803	0.023813849790005413	0.12103660559531773	0.02807281705673409	0.2983920475851222	0.2103438870601108	0.1849313901406042	0.047635952740038165	0.11581424040024432	0.2806275727437016	-0.005514052406792634	-0.009549107185362476	0.24955348939679906	0.27875358551088797	0.08670970540410647	0.09239613054085703	0.3855450288264521	0.18235573540266917	0.14120504181711233	-0.19412446891518545	0.1558859842181545	0.38814764663811263	-0.10728389156572482	0.22907277006907023	0.05630549715165483	0.2823388438469398	0.02041424355063229	0.030165733418099	-0.023408005806050628	7.837199694478973e-4	0.26186809950268497	-0.21761769284448976	0.18439960534488653	0.06683468290290684	0.0748778152141195	0.283590101454721	0.1464137545089604	-0.1910998980084814	-0.03422796458036548	-0.03812451251166368	0.1453806602579751	-0.23447313328681088	0.18102638830197293	0.12776791914759514	0.18433650780701405	0.24847005598953706	0.10480052019184734	0.24582476496536207	0.46206459085397183	-0.0435879542648559	0.12393116089363493	0.3107431936983732	0.14661806559957263	0.28094179237193007	0.16753801102363214	0.42766654141392446	0.12096274590423317	-0.18076615006648336	-0.10456814643834877
Gide_Cell_2019.iP07.ar.562	0.12952352207601642	0.15478248168136485	0.2910976940035431	0.34666683633527606	0.1378279391329526	0.11512399845539477	0.1149155452847617	-0.08175070054194197	-0.07525395324115883	0.016453689610170245	-0.060137635176893425	0.23807757886259712	0.014164832463514106	-0.26325620946765393	-0.2634708287054159	-0.2754665470133359	0.13610821406969859	0.04912181574958108	0.0529668595927514	0.13611135889992365	0.18872957578831331	0.09364881499031284	-0.135176103071896	0.021403034504492494	0.12828301890214705	-0.049455076371108506	0.21372688925274155	0.23318872313647146	0.09591927544241918	0.4025686773786373	0.0707826134082525	0.057083355870075146	0.09934177978414055	0.1287833973650374	0.14826566326966154	-0.04167341212388357	-0.005885603389265109	0.07014968662367367	0.27552636722412055	-0.0022579246084328507	0.04810958228327135	0.06565894972625985	0.16720583182782014	-0.11073299231564018	0.3619088517902194	0.061805615718222906	0.4657791615223576	-0.1482239049602231	0.2257818661164882	0.004471289910847673	-0.1526115196736271	0.1956611014455708	0.4178262016243287	-0.14392403838560844	0.011804331694864625	0.001018086618994232	0.41504905401727504	0.22350857464005658	0.11037474282160964	0.1559182501799653	0.08486718821277933	0.08743123291315913	-0.13532664125825325	-0.13116559647559306	0.2249334058599399	0.0611588374294286	-0.02618938181201251	-0.016007890157909002	-0.008217914958554479	0.13115483910787096	0.08441141745261568	0.29630196624193916	0.2464395894262715	0.20182115375034204	0.18361243634013796	0.13061051361488502	0.24988172312775014	0.020650758436032906	0.0246996071055602	0.26276143571800253	0.3986374319634203	0.049300367268396234	0.11996619192353734	0.4427939652208384	0.18965536689428555	0.20055019003754665	-0.16780927656511418	0.03720006441569596	0.3836721061323561	-0.09665397286601239	0.21834634077234516	0.08721595550639015	0.31090816492669376	0.011083044877350621	-0.016020229501311763	0.0265298829042705	0.00915689206637562	0.2882588179304428	-0.20511031187932788	0.20145219549891386	0.05865253173410806	0.1546212040613965	0.18449728917279504	0.1343484756511214	-0.10124000214718983	0.010156061564226458	-0.05994770807852368	0.15423340837083913	-0.09351011863224008	0.3342466483078489	0.20267588103758216	0.17860235700459431	0.30571264719279245	0.12473313995541474	0.24335214462325594	0.4687704869943469	-0.12829459444951424	0.09415295478477469	0.2639895802887059	0.17166513352353963	0.28151177460572885	0.17516581995840594	0.43459122872940037	0.17999708526118	-0.06078753469064686	-0.11197595147350912
Gide_Cell_2019.iP08.ar.926	0.13226304657011595	0.14444822236288932	0.2560588771077235	0.3270376770135961	0.05059959971072204	0.07612470690605963	0.14514656302106727	-0.11418987318524021	-0.11299704313045407	0.04222776710372564	-0.07966958147082671	0.2432615249098044	-0.009688749028692555	-0.25711605041333535	-0.2777860923090784	-0.2772513211546704	0.12128624802680335	0.06414662429821416	0.04170554108863282	0.1251839947985404	0.17876545043228356	0.04154761556697504	-0.09328877384084223	0.07139330964237332	0.03149949319084694	-0.1267505379551901	0.08703120168421859	0.11668012858890107	0.06557573287471728	0.3083863211906223	0.04558632378410273	-0.12851771826753558	0.07599577064574477	0.07182056070024039	0.05932462973325295	-0.12305390778464341	-0.08411700749012892	-0.17404862238192323	0.2713340273614363	-0.049384789383291765	0.0026249284682796623	-0.12732731963805993	0.09263718669777465	-0.14575481116158595	0.03580439100327451	0.020704137827657527	0.355467282194428	-0.15797921945143972	0.087046608800617	-0.021912284729963604	-0.24080734338933918	0.1042490477960694	0.26205585596066744	-0.292455877860698	-0.09143070891084885	-0.04790433086574567	0.24840352945913932	0.18563791233439306	0.08642285482143211	0.2311297886152029	-0.11943762056264196	-0.011270246730822496	-0.35117290246390037	-0.17527944748069196	0.07925822725618895	0.08295599472155638	-0.09859344610012372	-0.03850765448331465	0.01833152691717962	0.07281539382674408	-0.051962817384293515	0.26741442709128355	0.1384621557841273	0.2212385186988162	-0.09801591631207444	0.042459993083424075	0.24819763067112918	-0.05853934396362083	-0.12828502926504795	0.2007182693213536	0.23816638887704242	0.013766979052889098	-0.08186872951166987	0.29010035760252684	0.10604018503169313	0.07144484053608743	-0.22330983152468908	0.04938536690106823	0.2856740500521613	-0.1366425622049559	0.23195466992432393	0.056191861707688334	0.20116461982153186	-0.02987916663481298	-0.008500192508403556	0.019067709854623208	-0.011324788035385384	0.2848698860957606	-0.21493370551290997	0.19587799027087055	0.0687201702212383	-0.06428514977210839	0.08234473133286808	0.07893214561750471	-0.08991357560792315	-0.07501439813946624	-0.08730183542657809	0.1261948522288463	-0.1369907134038328	0.07246014523632296	0.05058212797405478	0.14385310937697376	0.16199070424281742	0.13837483440435017	0.2474879445503359	0.33682706126687934	-0.0857802351172903	0.07683614182822372	0.2621342709278716	0.08923001353303715	0.27495752233015447	0.09163132539503296	0.4152665199420259	0.09757987216021591	-0.16413844960230833	-0.13666863492404313
Gide_Cell_2019.iP10.ar.889	0.09519345881399247	0.09870855665159098	0.23839530937497067	0.2876577455169128	0.014311758654686868	0.08617944209087151	0.12585875699040563	-0.08731133158314242	-0.11248898459256783	0.02905340423205406	-0.08784462940427899	0.22335915374415347	-0.0022264548763048972	-0.21888498438047863	-0.2192415181298778	-0.22624353881126263	0.09112992903175123	0.04536448221687617	0.03276514259718997	0.1131301393410645	0.14134531664194258	-0.010296648067711144	-0.17946589190991932	-0.08325866129039479	-0.03357463386284084	-0.12656021510818494	0.03383684956342169	0.025166632233854045	0.009284246785554371	0.29510056135332763	0.046076223739216014	-0.15517135529905166	0.0733313847033576	0.03248825828043972	-0.0616505090644735	-0.1513275528304399	-0.12122498265660625	-0.15495054247611306	0.3339926595149643	-0.12526173024490994	-0.10367216874295239	-0.09345081942830881	0.17612977702889182	-0.1442427694033315	0.04385635299801388	0.0603132527281978	0.3219174405496806	-0.20529408547584496	0.060504297127393955	0.042540803761598064	-0.23286274088786302	0.06908341028250285	0.23491502937596914	-0.32379160131383733	-0.18155180283395753	-0.09071311181435461	0.22904665326727924	0.17868161857917236	0.07109342887815587	0.224391764798246	-0.13957030738803722	0.06511906142663136	-0.44162327553813946	-0.16147501606678524	0.05816309752041588	0.062444487360650794	-0.12785621311680329	-0.055914724410973414	-0.011608069830026527	0.05754208623264635	-0.10391366649369659	0.288783055414042	0.09862134408208739	0.19624710299950693	-0.10526854072660194	-0.03333384685811756	0.2699154791375626	-0.13292875300006474	-0.051696629726212855	0.18605155445411425	0.18531063761177663	0.07720270260712543	-0.10119190136207287	0.25458492112326714	0.08031820820735416	0.04484980391065705	-0.06515888827070007	-0.07123302378012779	0.27120532799765984	-0.1683078795705171	0.26353490713303823	-0.008421583006834743	0.17168255663315388	-0.0356514720866685	-0.057473565050521515	-0.03958030287441964	0.03208695278705433	0.3160372584116213	-0.30388104568146435	0.2016048793082992	0.08686496145471434	-0.09008194557100122	-0.22046271941596432	0.0994113190427272	-0.2738740673144022	-0.09822739943399744	-0.11201559230659609	0.10442115468894585	0.09367115787213486	0.07193064625528982	0.029685163358445905	0.12781936467805802	0.13532239503089918	0.11539290570351843	0.22245474050475358	0.3428635374933797	-0.10816468946266576	0.17480813472662732	0.20149865930813346	0.017906065743280075	0.27760308642445086	0.03320365117352504	0.3132750013419936	0.060973530714302275	-0.21879284102578803	-0.21579258145901548
Gide_Cell_2019.iP12.ar.890	0.18920345685867546	0.22035629233548285	0.3333283872118491	0.3223135656552151	0.1599148020834093	0.15486620613896632	0.023339843488888748	-0.029919676162631817	-0.012338759717682958	-0.10855269671166883	0.03453185606344347	0.3157966416401934	0.07002948688757073	-0.26335380382227713	-0.21746745672863155	-0.23549780461170566	0.15299577793756125	0.023461776228478764	0.06579246759682865	0.14669103457906893	0.2001195889607833	0.15534120473019447	-0.05674326587636564	0.01606687080147583	0.17239501249847075	-0.01632991421784973	0.2687654311172292	0.29545686512520375	0.13053690312604882	0.4156532632131117	0.11687948387655699	0.05296286311740419	0.11189505741884784	0.17968171050692558	0.23444838358160744	0.0397795604574279	0.0973981686535654	0.05576610168803224	0.3099330082470755	0.09961225260903749	0.1659873248512713	-0.0754898809957862	0.23347481957040905	-0.05857951842641743	0.39223790863707125	0.0854261580895613	0.4864995437221536	-2.5828500505263856e-4	0.26472572584790777	0.07566696046620819	-0.07590316173707654	0.21039297039888347	0.45295658111766623	-0.08781911244744091	0.1316222100979306	0.11538551678782628	0.4089728756699082	0.2614358683930025	0.16365252111398992	-0.0703795620173879	0.08640803606603034	0.23719337911180827	-0.09989800848139987	-0.011227356989739758	0.33489024747073587	0.10422862326135808	0.13182528884979547	0.06162021278095527	0.04956592734247738	0.17422322670289583	0.11542821975798498	0.3398359494582253	0.3066032220081865	0.1342360799718765	0.1375104124052572	0.23821438403975842	0.2662835198318826	0.1299061919796155	0.03057742613749063	0.25120365066767847	0.43695886056402783	0.27018336431429585	0.19288156603930998	0.4545255421003708	0.2751431252499198	0.20740843816500226	-0.0635996134905225	0.011541145525793096	0.3978114830759123	0.08685819895734348	0.24499409752734913	0.12966559933869234	0.32429928326759644	0.06645066503747048	0.0707919773345981	0.04148653957830076	0.08342215816362678	0.28989889873179264	-0.23399001556712648	0.2143347127482011	0.1044227144738783	0.23831293991615865	0.4885930538407858	0.20693469058558217	-0.17585484996510817	0.06521979206076958	0.022197523773728228	0.17046519794799722	0.2368887218852326	0.24488306872690463	0.23512949282839235	0.2111593751121658	0.372085671084364	0.04329427815159279	0.22648358703859045	0.4653521495092728	0.07939234526813031	0.10577503455791715	0.47739301791068417	0.2537201461547371	0.2795424407403274	0.16760170520557183	0.4805947715926781	0.20440368756144264	-0.08991363791792399	0.03698534542916954
Gide_Cell_2019.iP13.ar.892	0.1450497139832535	0.18659271837243716	0.33847944464173696	0.3382596808189699	0.19672494122668363	0.13571267881164428	0.15715719683915874	-0.06117877370288259	-0.025644269604109825	0.03157279942794072	-0.023804624653145246	0.26028806191154974	0.06030488775884862	-0.27130369812619337	-0.28516194873616496	-0.28727164724569637	0.15276403465318833	0.04260020266501906	0.0604265299079634	0.15586084260482097	0.20563556020159648	0.2309111743664783	8.702410594566003e-4	0.02902683540654071	0.23828794964102742	0.10191833036844405	0.3328162249985367	0.405804273197236	0.2255380182504523	0.4279363182087519	0.13086506233254128	0.1939486857197599	0.14203143802721033	0.26403763760588556	0.38278269259483955	0.01706081233184223	0.03729184626617577	0.11470901747885452	0.29101659599891944	0.1460166632089941	0.20642023281914576	-0.10448265691829435	0.19415072570615094	-0.050598444085759094	0.4734553652906758	0.10020846256498216	0.49739653228836755	-0.11984466249598257	0.3249893887601833	-0.018934948763981205	0.2179397713242793	0.28883848565426845	0.46320849888487803	0.09560292697236213	0.07760630682295527	0.20589412964301587	0.42412807399390645	0.2713550952035649	0.15358791515407647	0.16966918481311083	0.20943891297034892	0.03262505168357302	-0.04111868591980244	-0.20176680475326184	0.37484559560818487	0.028976974997800945	0.17790311912166454	0.012669811362074762	0.03356672110900345	0.19470948307786132	0.20857198982606945	0.3350079153240779	0.3553555528468918	0.18264870608100728	0.19608188941682836	0.2945973514010701	0.2195338403659255	0.24059416964519956	0.029253696173163365	0.2634133442218673	0.48705477853571116	0.04821680889476441	0.24405190388583367	0.4731628232485448	0.2656771003033311	0.2903481070981911	-0.12050050355591117	0.154221912072575	0.4133471661256745	0.02298177467363147	0.21429051284627995	0.16530573288822337	0.3429699370700539	0.06309759295627944	0.09450044646976091	0.06744277959046711	4.7840327743210314e-5	0.32440552966890585	-0.14214396908046592	0.20716585717873878	0.07433277810568012	0.29768226550738935	0.3642707606420098	0.22665421362226287	0.10322615277255888	0.12516533198348498	-0.014513161591833664	0.17967139336079185	-0.16608513607815772	0.38347544575637166	0.2946301450593781	0.2079440946596692	0.39434824462999124	0.12996152947705258	0.242232206419272	0.4748850240249097	-0.020022545493585307	0.10537151146542742	0.36646107862939276	0.30903708498314275	0.2769816755378907	0.2593961801862468	0.5005099575930002	0.28530517868306526	0.13103511743911025	-0.15207472220731116
Gide_Cell_2019.iP14.ar.893	0.09684526724630615	0.10686568801920851	0.25312738848643973	0.3207407614739974	0.03225961140414766	0.0820474257895779	0.12008245858515358	-0.0929023190879708	-0.0917475942640505	0.042354862454621854	-0.07929580189689517	0.1922950170777118	-0.011054457041921765	-0.2619428597234907	-0.25957173128233735	-0.2686189019536104	0.09279208850689852	0.06664867037400626	0.04451383007515515	0.11425477435025637	0.12576626961076437	0.0546927642540381	-0.19755350592572998	0.025902528459101806	0.016560136231729725	-0.106961960579604	0.06437173717997312	0.04815362890093739	0.045559956227562634	0.30949223966587175	0.06808897621988794	-0.13813523123720498	0.07540183656347652	0.08658016711034593	-0.06024909160478946	-0.12420103069097	-0.15545828325248914	-0.1701359277393264	0.3130161271006165	-0.11859763290640689	-0.10783700733700265	-0.1541423816237166	0.190286501782924	-0.14004102183182718	-0.07236029845939125	0.012718740626663791	0.3490793923452681	-0.1555412269898974	0.021429085309161836	-0.010873690876403585	-0.1823500993075312	0.14838617053064862	0.18108388798898067	-0.29460156211167987	-0.1757743994971615	-0.1277729333748476	0.14752381984285978	0.20204775851828563	0.07185088409813878	0.21606853431772644	-0.11435511958606939	0.11357195193915534	-0.4607869450856192	-0.08171423856696453	0.10740763112372707	0.04219780457326274	-0.0865843227260907	0.003243505653622601	-0.04283249315219107	0.07470673838479831	-0.08231051952917241	0.2689618716213179	0.1344525212615611	0.21176487446344386	-0.10763982729512145	0.010580629514185265	0.2617518814530479	-0.14283786079320543	-0.006680147293438646	0.22473229148482565	0.19939257968472912	0.10368008027526618	-0.010225424517262128	0.2544857891789195	0.15389371633904217	0.1310014706846954	0.02773756245491198	0.015996564496215625	0.286936496050553	-0.09500978252695358	0.21901343454628167	-0.012617770777796971	0.20954427963149225	0.014565516136698396	-0.07151154629020942	-0.012760085143430014	0.009032628214708278	0.3044044619210773	-0.2521874496752375	0.14497298326400387	0.09051258530089912	-0.016479085968236662	-0.2304471522894412	0.10000196573642586	-0.3102152557839927	-0.061631512051446145	-0.0796908110755893	0.12668270258240943	-0.10896988566213965	0.101018410239644	-0.006315839612301386	0.13745624392495068	0.0796089483568888	0.11399980201761623	0.2381278305321123	0.3675502466563127	-0.1408556551613076	0.064235228029320815	0.16111912465098407	0.020353826379107112	0.2886091995608722	0.03927929801293704	0.42380159965644953	0.12816305354703614	-0.23741582430103048	-0.3351226582210532
Gide_Cell_2019.iP15.ar.894	0.08539602551761041	0.10494193489877318	0.26365031841415093	0.3025640994686911	0.05357718895740431	0.0691884411796249	0.15601951395079083	-0.10089574086419792	-0.09900999393644261	0.05847785480957291	-0.09874023252122334	0.1625680594448262	-0.015009724197908842	-0.26958374204782204	-0.26811440254325114	-0.26354216660374463	0.10138755016211046	0.05847592907648344	0.04111625485549008	0.118307443192812	0.14639405461893817	0.1451157575741235	-0.07774134977478342	-0.024577498822285798	0.057457628734415	-0.10843080217570948	0.09356649414306498	0.08254163560066498	0.15078599507438456	0.4177751152466128	0.04465002279809001	-0.0959368361093485	0.0715669670998742	0.18559159040565362	0.011406587923431634	-0.1330959624165134	-0.11387137838905292	-0.08031188773303842	0.27750066634206555	-0.08818136045697378	-0.06534212375630997	-0.22608300950240023	0.14759564974961129	-0.10592484863251692	-0.015406087283268012	-3.057237450643059e-4	0.3976595630468624	-0.10088257871825554	0.05123812303166921	-0.015977518231120896	-0.16683665253100008	0.192740551916663	0.22624459804403313	-0.23047084159181047	-0.13573058531633755	-0.08330602255517099	0.16372835161917457	0.19613504584586347	0.07951391055406436	0.2644484340070006	-0.08710352128359009	0.006941352678643695	-0.3026464115089376	-0.14675015089333499	0.12739289135443851	0.08512500946337288	-0.09648936613416965	-0.0959122523961527	-0.06791820381406234	0.0781716612968701	-0.04484020489951755	0.2877719575981705	0.15464628075062434	0.22444906958229105	-0.04346129442973516	0.03366906475402783	0.24322598047895122	-0.07804185073727116	-0.06446456959246248	0.2295001001053658	0.24037690254716976	0.06736183072589842	-0.026876065221913867	0.2895104163564686	0.13485139383276828	0.14690083758641262	-0.22300707023306052	0.21514842449943622	0.4128286620645519	-0.08581397522055782	0.20172422937638507	0.025467670251057086	0.1977583406493341	0.02825289786953884	-0.047343582659911634	-0.033837609400147066	0.02465841771314008	0.286626127764819	-0.0857802351172903	0.16904866658731996	0.05197561217905258	0.006733901534302658	0.04122604541306565	0.09798012217544645	-0.17413709807289707	-0.06701545869948652	-0.09991311190443972	0.12251234088376467	-0.15234312094046912	0.1599637333984922	0.031744396967174494	0.13687072277285536	0.13103336760834283	0.133700618173752	0.24602093099219688	0.4161454486150313	-0.0746685275645499	0.06649230816082807	0.24944902520884693	0.06368822954856035	0.2580880530070077	0.0621126285138179	0.4563315261151967	0.21138029289039248	-0.13081255817920606	-0.26099092812281927
